name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,cluster,pca_x,pca_y,mood
Sympathy For The Devil - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0163,0.587,0.833,0.581,0.851,-7.331,0.0683,112.5,0.748,35,1,-0.039737711126470975,1.3604420161751734,Happy
Live With Me - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0144,0.53,0.863,0.0989,0.587,-6.652,0.0358,139.991,0.742,22,2,0.0018139904511389063,1.272229803800503,Happy
Little Queenie - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.149,0.506,0.812,0.793,0.666,-6.879,0.0389,124.917,0.964,27,1,-0.41206248175387117,1.6681874106173207,Happy
Honky Tonk Women - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0389,0.412,0.79,0.532,0.737,-8.142,0.0499,114.056,0.802,28,1,-0.010651607586759542,0.8813781533221967,Happy
Street Fighting Man - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.000128,0.273,0.866,0.79,0.961,-7.598,0.0347,134.891,0.501,23,1,1.4192596148265968,0.24163423418026972,Mixed
"Prodigal Son - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.742,0.57,0.786,0.00437,0.978,-8.894,0.0594,95.732,0.651,19,0,-0.6813514140661284,-1.0835418942396189,Happy
"You Gotta Move - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.749,0.72,0.427,0.00095,0.39,-8.863,0.0545,73.459,0.802,18,0,-3.1288883473855758,-1.0749225687610442,Happy
"Under My Thumb - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0133,0.603,0.855,0.0924,0.48,-6.558,0.0302,124.742,0.853,27,2,-0.6843786994580733,1.778764777862905,Happy
"I'm Free - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0385,0.572,0.853,0.0466,0.775,-6.887,0.0452,123.71,0.698,20,2,0.05692781954330624,0.9657283126031627,Happy
"(I Can't Get No) Satisfaction - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.000298,0.437,0.911,0.64,0.966,-6.859,0.0372,144.338,0.885,22,1,0.7944291682137763,1.6511035551867264,Happy
"Everyday I Have The Blues - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0149,0.433,0.899,0.0,0.505,-6.651,0.106,94.548,0.609,16,2,0.6409662033752049,0.3491517915249684,Happy
"How Blue Can You Get - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.0679,0.415,0.669,0.000102,0.966,-8.941,0.051,101.063,0.473,16,3,0.20283131850544162,-0.8543224427951347,Mixed
"That's Wrong Little Mama - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.111,0.404,0.828,1.48e-05,0.374,-7.408,0.0999,147.663,0.57,15,3,0.6234164775621197,-0.062276369639006485,Mixed
"Why I Sing The Blues - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.00993,0.367,0.861,0.00014,0.484,-6.251,0.0764,152.419,0.391,15,3,1.2363787256165988,-0.09876691871492219,Mixed
"Please Accept My Love - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.114,0.356,0.542,0.0,0.282,-10.208,0.0638,93.427,0.403,13,0,-0.8555759132947437,-1.5753893162373942,Mixed
"Gimme Some Loving - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.782,0.557,0.796,0.812,0.442,-9.312,0.0368,88.698,0.779,16,1,-1.6508145553102962,-0.37384482573889816,Happy
"Sweet Soul Music - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.403,0.617,0.868,0.000264,0.806,-7.578,0.0955,90.521,0.495,19,2,-0.016481142889956505,-0.48813855506750364,Mixed
"Son Of A Preacher Man - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.301,0.433,0.667,0.0,0.534,-8.707,0.0802,85.883,0.854,37,2,-1.084488444960784,0.015279243155657495,Happy
"Proud Mary - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.242,0.396,0.82,0.00439,0.704,-6.727,0.0362,161.9,0.767,21,2,0.39334750747777947,0.4996469545874345,Happy
"I've Been Loving You Too Long - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.357,0.337,0.357,1.43e-06,0.607,-10.567,0.0635,78.897,0.0493,15,0,-0.8075231084595541,-3.495447629696556,Sad
"Come Together - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.343,0.41,0.739,0.000695,0.588,-6.758,0.0456,171.746,0.502,19,3,0.3771362232575641,-0.49972339792840836,Mixed
"Land Of A Thousand Dances - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),0.205,0.397,0.858,0.396,0.387,-7.034,0.0409,106.948,0.826,16,1,-0.2919950417956335,0.7963615231061112,Happy
Gimme Shelter - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.533,0.646,0.62,0.024,0.148,-8.468,0.032,118.579,0.515,49,0,-2.31476474166873,-0.320096764006174,Mixed
Love In Vain - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.242,0.376,0.478,0.0089,0.117,-11.317,0.0374,182.535,0.289,41,0,-1.1724341455567486,-1.5590966585759736,Mixed
Country Honk - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.672,0.531,0.777,8.06e-06,0.308,-10.516,0.0504,121.11,0.864,34,0,-1.8354109841091903,-0.22027730138014073,Happy
Live With Me - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.0078,0.676,0.666,0.0393,0.0843,-8.952,0.0339,129.593,0.936,33,4,-2.242136613556523,1.5929575278305836,Happy
Let It Bleed - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.433,0.56,0.7,0.00334,0.17,-7.765,0.0291,116.235,0.85,38,2,-1.9869872516686433,0.6141449796600474,Happy
Midnight Rambler - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.724,0.497,0.649,1.11e-05,0.287,-10.091,0.0702,129.845,0.527,36,0,-1.500116555614917,-1.4579273564933921,Chill
You Got The Silver - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.725,0.459,0.388,0.0224,0.141,-10.474,0.0398,94.636,0.592,33,0,-2.793660187575184,-1.9618105707233833,Chill
Monkey Man - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.41,0.417,0.772,0.0282,0.0842,-8.913,0.036,102.325,0.497,38,0,-1.269540362805515,-0.5186444104294244,Mixed
You Can't Always Get What You Want - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),0.641,0.332,0.652,6.4e-05,0.122,-9.099,0.0588,90.184,0.515,43,0,-1.4632551723743459,-1.4265478018434343,Mixed
Gimme Shelter,Let It Bleed,0.464,0.633,0.649,0.0363,0.17,-8.272,0.0311,118.629,0.457,31,0,-1.873463192559842,-0.5346259351725454,Mixed
Love In Vain,Let It Bleed,0.249,0.378,0.467,0.006,0.114,-11.822,0.0358,180.225,0.272,12,0,-1.0177961488665705,-2.1272128253051346,Mixed
Country Honk,Let It Bleed,0.627,0.53,0.763,1.54e-05,0.276,-10.939,0.0509,120.97,0.872,13,4,-1.735681642215713,-0.5075649325363574,Happy
Live With Me,Let It Bleed,0.00646,0.673,0.632,0.035,0.0808,-9.959,0.0335,129.591,0.942,11,4,-2.247380429189758,1.0724605849734554,Happy
Let It Bleed,Let It Bleed,0.434,0.557,0.688,0.00106,0.277,-8.241,0.0291,116.229,0.86,13,4,-1.7093030780955802,0.1390401067196973,Happy
Midnight Rambler,Let It Bleed,0.776,0.489,0.658,3.42e-06,0.243,-10.287,0.0866,129.006,0.551,14,0,-1.2857145656648696,-1.8903376805479888,Chill
You Got The Silver,Let It Bleed,0.741,0.477,0.378,0.0237,0.139,-11.108,0.0422,139.45,0.551,11,0,-2.3611457498226116,-2.385428298693395,Chill
Monkey Man,Let It Bleed,0.517,0.414,0.772,0.0634,0.0849,-9.324,0.035,102.113,0.533,13,0,-1.208776708172272,-1.0376114132134435,Mixed
You Can't Always Get What You Want,Let It Bleed,0.652,0.313,0.625,6.4e-05,0.258,-9.631,0.0651,84.044,0.487,27,0,-1.1926868268692086,-2.0011458285476698,Mixed
Gimme Shelter,Let It Bleed,0.447,0.634,0.63,0.039,0.17,-8.277,0.031,118.628,0.489,76,0,-2.36119862292295,0.19738223977941383,Mixed
Love In Vain,Let It Bleed,0.278,0.371,0.482,0.00468,0.116,-11.795,0.0355,184.36,0.295,42,0,-1.2504305878922102,-1.6509372347308853,Mixed
Country Honk,Let It Bleed,0.627,0.531,0.759,7.04e-06,0.351,-10.992,0.0521,120.96,0.888,40,0,-1.916641908835394,-0.11367791400833419,Happy
Live With Me,Let It Bleed,0.00869,0.681,0.633,0.049,0.0848,-9.997,0.0352,129.591,0.954,39,4,-2.5273399537925267,1.5205404880299374,Happy
Let It Bleed,Let It Bleed,0.433,0.558,0.684,0.00293,0.226,-8.246,0.0288,116.232,0.867,50,2,-2.1376446030841243,0.7120379006483964,Happy
Midnight Rambler,Let It Bleed,0.772,0.403,0.658,3.96e-06,0.166,-10.285,0.118,75.488,0.512,48,0,-1.5664530410975879,-1.8766440825185287,Chill
You Got The Silver,Let It Bleed,0.756,0.471,0.371,0.0272,0.137,-11.123,0.0423,143.892,0.543,42,0,-2.6190592036556963,-1.994615072051152,Chill
Monkey Man,Let It Bleed,0.507,0.406,0.768,0.0473,0.0825,-9.321,0.0374,99.855,0.55,50,0,-1.5501869003729047,-0.4789198848812029,Mixed
You Can't Always Get What You Want,Let It Bleed,0.64,0.32,0.62,6.36e-05,0.253,-9.686,0.0594,86.327,0.472,67,0,-1.6051166078398036,-1.4041382585687265,Mixed
Sympathy For The Devil - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.518,0.702,0.668,0.0,0.0588,-9.237,0.214,116.063,0.561,73,0,-1.5216432987003938,-0.3857637218739989,Mixed
No Expectations - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.536,0.302,0.275,0.00959,0.118,-12.281,0.0306,182.368,0.293,44,0,-1.882466303674031,-2.7473288120641257,Sad
Dear Doctor - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.0953,0.604,0.453,1.61e-05,0.142,-8.273,0.0307,126.453,0.422,37,0,-1.9814768245529666,-0.3297878992224848,Mixed
Parachute Woman - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.455,0.519,0.63,0.367,0.168,-7.518,0.0647,114.416,0.839,37,2,-1.731776831980548,0.3403652067104878,Happy
Jigsaw Puzzle - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.237,0.41,0.677,6.44e-06,0.0695,-8.984,0.0454,113.606,0.769,37,2,-1.5198374346298489,0.2071368091221307,Happy
Street Fighting Man - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.1,0.583,0.855,0.0177,0.262,-7.213,0.0333,128.178,0.69,56,2,-1.0921579523450926,1.54981196219574,Happy
Prodigal Son - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.435,0.627,0.597,0.00734,0.128,-9.095,0.0558,108.286,0.0938,37,0,-1.6604660379065868,-1.6413654338759684,Mixed
Stray Cat Blues - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.0031,0.349,0.831,0.00916,0.0882,-6.425,0.0514,104.747,0.428,41,2,-0.12432172981759981,0.3688122354373059,Mixed
Factory Girl - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.203,0.443,0.462,1.22e-06,0.142,-9.74,0.0351,177.096,0.447,37,0,-1.3591946712213483,-0.862187736552142,Mixed
Salt Of The Earth - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),0.155,0.389,0.777,2.62e-06,0.141,-6.534,0.0404,96.902,0.365,38,2,-0.4823667572693793,-0.16099367554638036,Mixed
Sympathy For The Devil,Beggars Banquet,0.604,0.658,0.675,0.0,0.0428,-10.967,0.242,115.574,0.587,45,0,-1.237986867077998,-1.2977499060899782,Mixed
No Expectations,Beggars Banquet,0.588,0.473,0.274,0.0124,0.125,-13.001,0.027,92.424,0.281,12,0,-2.8974297542728102,-3.300359306942303,Sad
Dear Doctor,Beggars Banquet,0.149,0.597,0.449,0.0,0.204,-8.748,0.0318,126.164,0.461,8,4,-1.7606955170916694,-0.8693597901863422,Mixed
Parachute Woman,Beggars Banquet,0.438,0.526,0.601,0.259,0.099,-9.729,0.0435,113.666,0.858,9,4,-2.0933067382477923,-0.2825708490961085,Happy
Jigsaw Puzzle,Beggars Banquet,0.328,0.4,0.645,5.63e-06,0.0653,-10.85,0.0435,114.004,0.747,8,4,-1.5864341649919147,-0.7711031286474435,Happy
Street Fighting Man,Beggars Banquet,0.0117,0.563,0.756,0.00889,0.215,-10.069,0.0314,128.123,0.751,20,4,-1.3582270930732054,0.7122990120475172,Happy
Prodigal Son,Beggars Banquet,0.544,0.613,0.556,0.00281,0.128,-10.682,0.0575,108.167,0.083,7,0,-1.694603999857687,-2.6485792028540387,Mixed
Stray Cat Blues,Beggars Banquet,0.0167,0.344,0.795,0.00592,0.0849,-9.367,0.0476,104.944,0.401,10,4,-0.2724343448700685,-0.6458208752638231,Mixed
Factory Girl,Beggars Banquet,0.408,0.481,0.408,0.0,0.132,-11.801,0.0365,150.476,0.472,7,0,-1.9635016218329844,-2.002909469928439,Mixed
Salt Of The Earth,Beggars Banquet,0.299,0.372,0.786,4.54e-06,0.282,-7.47,0.046,97.394,0.379,7,0,-0.13937397409071198,-1.051012016431433,Mixed
Sing This All Together,Their Satanic Majesties Request,0.756,0.582,0.721,0.000888,0.5,-12.072,0.0475,121.929,0.549,6,0,-1.5335925155337577,-1.8376105963268985,Chill
Citadel,Their Satanic Majesties Request,0.0484,0.298,0.59,5.77e-05,0.0964,-10.412,0.0396,114.813,0.61,7,4,-0.9686998741494652,-0.8697813389437491,Happy
In Another Land,Their Satanic Majesties Request,0.528,0.309,0.515,0.000421,0.398,-12.931,0.0373,99.842,0.367,6,0,-1.3234327589552863,-2.9686399486289066,Mixed
2000 Man,Their Satanic Majesties Request,0.0161,0.452,0.485,0.0597,0.442,-8.128,0.0445,122.318,0.52,8,4,-0.7576449857698823,-0.7172229258461511,Mixed
Sing This All Together (See What Happens),Their Satanic Majesties Request,0.784,0.486,0.829,0.262,0.129,-12.982,0.0973,126.218,0.191,4,0,-0.7508027016875094,-2.830278533815152,Chill
She's A Rainbow - Full Version / With Intro,Their Satanic Majesties Request,0.488,0.458,0.798,0.0214,0.488,-9.135,0.042,109.143,0.533,20,0,-0.6781610328608069,-0.8638200428828342,Mixed
The Lantern,Their Satanic Majesties Request,0.566,0.377,0.354,0.00939,0.0831,-13.901,0.0326,98.194,0.263,5,0,-2.3902285645664083,-3.5399306851939043,Sad
Gomper,Their Satanic Majesties Request,0.748,0.369,0.535,0.609,0.158,-12.389,0.0359,127.239,0.263,4,0,-1.4877330308283996,-3.0225135794681175,Chill
2000 Light Years From Home,Their Satanic Majesties Request,0.00256,0.325,0.63,0.00611,0.14,-13.65,0.0475,122.307,0.291,10,4,-0.797115154085592,-1.8396675133799694,Mixed
On With The Show,Their Satanic Majesties Request,0.674,0.515,0.859,4.55e-06,0.389,-11.294,0.18,114.361,0.65,4,4,-0.16517577026296237,-1.678400322370731,Happy
Sing This All Together - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.723,0.577,0.815,0.000169,0.547,-9.603,0.0569,121.915,0.461,29,0,-0.952966202531523,-1.1796140423550703,Chill
Citadel - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.0148,0.247,0.66,0.000286,0.0884,-7.631,0.0369,114.801,0.612,41,2,-0.6345154436050948,0.13185381546019317,Happy
In Another Land - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.403,0.301,0.637,0.000333,0.345,-10.152,0.0394,100.082,0.321,30,0,-0.7910700973946768,-1.8659644913774442,Mixed
2000 Man - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.00164,0.424,0.555,0.0243,0.462,-5.45,0.0408,122.232,0.31,44,2,-0.2746241546711038,-0.2309937607980666,Mixed
Sing This All Together (See What Happens) - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.707,0.484,0.867,0.0851,0.117,-10.248,0.0897,126.16,0.203,25,0,-0.5594816529984153,-1.9466387753316305,Chill
She’s A Rainbow - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.547,0.466,0.81,0.017,0.431,-7.669,0.0411,109.16,0.58,45,0,-0.9076540550815426,-0.2316822890090669,Mixed
The Lantern - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.466,0.407,0.399,0.0098,0.0806,-12.781,0.0325,98.634,0.29,28,0,-2.3990592220651505,-2.6396291084291716,Sad
Gomper - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.756,0.36,0.595,0.618,0.144,-10.074,0.0337,134.097,0.273,25,0,-1.2316842340817695,-2.2479891059993,Chill
2000 Light Years From Home - Stereo / Remastered,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.00171,0.347,0.679,0.00477,0.158,-11.91,0.0466,122.269,0.275,39,0,-0.7674621525985897,-1.0697451286396913,Mixed
On With The Show - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.659,0.51,0.882,4.71e-06,0.38,-10.384,0.193,114.386,0.653,25,0,-0.08728935748864725,-1.2190378353514646,Happy
Sing This All Together - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.714,0.551,0.817,0.0026,0.615,-9.237,0.0443,121.997,0.517,20,0,-0.8046554767765546,-1.129113557082691,Chill
Citadel - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.0578,0.279,0.674,3.16e-06,0.107,-7.065,0.037,113.436,0.538,23,2,-0.39852783512321044,-0.23261369782044503,Mixed
In Another Land - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.489,0.313,0.722,8.48e-06,0.331,-9.193,0.0462,99.476,0.323,19,0,-0.44453888394259483,-1.8643007641956146,Mixed
2000 Man - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.0878,0.441,0.54,0.00116,0.391,-7.423,0.051,121.754,0.566,21,4,-0.7603087203413914,-0.3860974513344226,Mixed
Sing This All Together (See What Happens) - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.743,0.461,0.862,0.045,0.106,-9.889,0.11,125.964,0.138,17,0,-0.21410946893763913,-2.390413070967766,Chill
She's A Rainbow - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.726,0.438,0.757,0.00167,0.433,-7.443,0.0439,108.839,0.569,25,0,-0.8542979983067615,-1.0438955203752251,Chill
The Lantern - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.4,0.398,0.504,0.0187,0.0704,-9.04,0.0322,98.459,0.295,17,0,-1.5384315215245166,-1.9468033822545034,Mixed
Gomper - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.757,0.387,0.665,0.714,0.0974,-7.49,0.0347,126.789,0.194,16,0,-0.7611149983379761,-1.9896583302040478,Chill
2000 Light Years From Home - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.00322,0.341,0.706,9.89e-05,0.115,-10.117,0.0627,122.953,0.237,18,0,-0.16906862113409693,-1.2352641398149156,Mixed
On With The Show - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),0.704,0.51,0.918,1.19e-05,0.428,-8.36,0.153,113.995,0.552,15,0,0.177888034613536,-1.2129827241860296,Chill
Ruby Tuesday,Flowers,0.823,0.509,0.553,1.81e-06,0.216,-10.892,0.0289,104.48,0.502,17,0,-2.3239918502963786,-2.158232267360353,Chill
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,0.254,0.387,0.84,0.77,0.237,-5.63,0.0374,100.395,0.468,10,1,0.0416571660373374,0.06352088243619679,Mixed
Let's Spend The Night Together,Flowers,0.678,0.558,0.795,0.0,0.238,-7.853,0.0521,140.823,0.562,17,0,-0.9955721620625525,-0.7118601545444168,Mixed
Lady Jane - Stereo Version,Flowers,0.52,0.603,0.303,9.61e-05,0.0913,-16.415,0.0323,103.131,0.322,8,0,-3.495331786017569,-3.250915267608996,Sad
Out Of Time - Edit Version,Flowers,0.55,0.663,0.709,0.0,0.0856,-9.371,0.0896,125.503,0.61,12,4,-1.6413565237105014,-0.7420233759292754,Happy
My Girl,Flowers,0.687,0.588,0.576,0.114,0.312,-7.827,0.0372,110.272,0.752,13,0,-2.0383302377488235,-0.7313567493281801,Happy
Back Street Girl,Flowers,0.0172,0.521,0.246,0.0,0.0967,-12.915,0.0269,77.352,0.521,5,4,-3.0040705254425526,-1.745648238613078,Sad
Please Go Home,Flowers,0.562,0.491,0.696,0.000476,0.156,-9.768,0.0453,112.003,0.75,3,4,-1.6287692914311716,-0.867725390637555,Happy
Mother's Little Helper,Flowers,0.062,0.6,0.619,4.57e-05,0.323,-7.168,0.0283,101.106,0.716,13,4,-1.4859388789635608,0.49950748718665317,Happy
Take It Or Leave It,Flowers,0.155,0.645,0.533,5.11e-05,0.284,-12.594,0.0276,104.389,0.781,3,4,-2.5580953483449465,-0.45902986902764525,Happy
Ride On Baby,Flowers,0.393,0.555,0.663,0.0,0.234,-9.956,0.0296,131.221,0.851,4,4,-1.7824232249444079,-0.18048838455933272,Happy
Sittin' On A Fence,Flowers,0.251,0.63,0.454,0.000112,0.124,-10.048,0.0244,101.591,0.672,4,4,-2.619359083863965,-0.6984274364855622,Happy
Ruby Tuesday,Flowers,0.823,0.523,0.56,1.89e-06,0.204,-10.781,0.0286,104.582,0.504,34,0,-2.5104690618460195,-1.8399561824933484,Chill
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,0.283,0.373,0.834,0.769,0.235,-5.49,0.0366,100.54,0.486,34,1,-0.18651139078108936,0.38767636052105503,Mixed
Let's Spend The Night Together,Flowers,0.689,0.566,0.795,0.0,0.249,-7.755,0.0498,140.859,0.572,41,0,-1.2508498917052042,-0.3204762421631277,Mixed
Lady Jane - Mono Version,Flowers,0.546,0.336,0.315,8.95e-05,0.0809,-16.325,0.0427,204.996,0.293,27,0,-2.005109639001601,-3.3819381102806267,Sad
Out Of Time - Edit Version,Flowers,0.569,0.656,0.71,0.0,0.0794,-9.275,0.0982,125.869,0.667,34,0,-1.8306628509083887,-0.342288445924747,Happy
My Girl,Flowers,0.679,0.589,0.567,0.175,0.335,-7.774,0.0342,110.531,0.731,36,0,-2.2246049246646047,-0.41127908331642427,Happy
Back Street Girl,Flowers,0.0182,0.527,0.248,0.0,0.0986,-12.781,0.027,77.397,0.515,28,4,-3.203307761876742,-1.3909320872186055,Sad
Please Go Home,Flowers,0.571,0.494,0.7,0.000224,0.161,-9.661,0.0478,112.031,0.704,23,0,-1.7299401332063724,-0.685779833948592,Happy
Mother's Little Helper,Flowers,0.0585,0.602,0.652,2.04e-05,0.317,-6.974,0.0281,101.083,0.685,32,2,-1.5340409557098715,0.8139005754082059,Happy
Take It Or Leave It,Flowers,0.153,0.646,0.54,6.63e-05,0.285,-12.483,0.0277,104.4,0.753,24,4,-2.6888890901564917,-0.18428758321149882,Happy
Ride On Baby,Flowers,0.364,0.55,0.671,0.0,0.24,-9.861,0.0302,131.218,0.853,26,4,-1.9065168956481284,0.2170415443868762,Happy
Sittin' On A Fence,Flowers,0.243,0.631,0.455,6.51e-05,0.141,-9.942,0.0251,101.881,0.631,30,4,-2.7653952862279763,-0.39176741753997996,Happy
Yesterday's Papers,Between The Buttons,0.148,0.601,0.565,0.0,0.246,-8.169,0.0279,139.798,0.259,1,4,-0.9986209943368044,-1.0923916034917351,Mixed
My Obsession,Between The Buttons,0.271,0.646,0.807,1.02e-06,0.0417,-9.094,0.122,144.095,0.533,1,4,-0.5900673401853023,-0.42405816973539645,Mixed
Back Street Girl,Between The Buttons,0.0189,0.412,0.242,0.0,0.0938,-12.927,0.0275,154.489,0.548,1,4,-2.111156847912833,-1.7866357902390604,Sad
Connection,Between The Buttons,0.159,0.65,0.679,2.42e-05,0.207,-11.996,0.0473,86.585,0.567,2,4,-1.9832334880255105,-0.6896045102679945,Mixed
She Smiled Sweetly,Between The Buttons,0.091,0.337,0.3,0.00469,0.12,-12.182,0.132,191.37,0.21,2,0,-0.2740921569796904,-2.9734088946391615,Sad
"Cool, Calm And Collected",Between The Buttons,0.346,0.551,0.835,0.0431,0.078,-6.786,0.0477,107.751,0.697,1,4,-0.9724695223222165,0.2190626904576708,Happy
Please Go Home,Between The Buttons,0.433,0.689,0.683,1.06e-05,0.1,-9.406,0.0372,117.494,0.8,1,4,-2.2295078813613425,-0.05540905915120244,Happy
All Sold Out,Between The Buttons,0.568,0.497,0.751,0.000227,0.217,-8.733,0.0444,112.025,0.734,0,4,-1.2756471678409966,-0.7065654479393982,Happy
Who's Been Sleeping Here?,Between The Buttons,0.196,0.536,0.617,2.27e-06,0.118,-8.096,0.0364,115.908,0.644,1,4,-1.4184496188298528,-0.2888825904487752,Happy
Complicated,Between The Buttons,0.154,0.633,0.683,5.27e-05,0.105,-12.413,0.0365,146.852,0.83,2,4,-2.0223538506440226,0.10468302756126087,Happy
Miss Amanda Jones,Between The Buttons,0.164,0.392,0.826,0.0,0.16,-10.864,0.0622,159.009,0.784,1,4,-0.37140512712670126,-0.09140099231306913,Happy
Something Happened To Me Yesterday,Between The Buttons,0.763,0.641,0.525,0.0,0.53,-9.474,0.108,143.883,0.565,1,0,-1.219453225140314,-2.035767754468451,Chill
Let's Spend The Night Together,Between The Buttons (US track listing),0.68,0.559,0.791,0.0,0.323,-7.73,0.0498,140.827,0.552,22,0,-0.9382534414595296,-0.6751950867762844,Mixed
Yesterday's Papers,Between The Buttons (US track listing),0.135,0.592,0.584,0.0,0.179,-8.122,0.0286,139.886,0.268,2,4,-1.0084804869215533,-0.982926113992709,Mixed
Ruby Tuesday,Between The Buttons (US track listing),0.824,0.526,0.562,1.16e-06,0.176,-10.782,0.0295,104.701,0.517,24,0,-2.4661887631166737,-1.9406018319831417,Chill
Connection,Between The Buttons (US track listing),0.155,0.563,0.683,0.000132,0.233,-11.897,0.0548,172.324,0.578,3,4,-0.994592584876071,-0.6235326904366816,Mixed
